,영화명,감독,배급사,개봉일,국적,스크린수,매출액,관객수,장르,등급,연도
12852,여제자 길들이기,잠파,(주)플라이어,2019.8.30,일본,1,6000,1,드라마,청소년관람불가,2019
12853,아드리아나 르쿠브뢰르,데이비드 맥비커,(주) 인스터 글로벌,2019.8.31,미국,6,11446500,502,공연,12세이상관람가,2019
12854,갈까부다,고봉수,주식회사 씨엠닉스,2019.9.1,한국,5,1398100,403,다큐멘터리,12세이상관람가,2019
12855,마탄의 사수,크리스티안 래트,(주)케빈앤컴퍼니,2019.9.1,독일,6,25941000,"1,101",공연,12세이상관람가,2019
12856,깡패들,소재현,(주)영화사 사계절,2019.9.2,한국,1,6000,1,액션,청소년관람불가,2019
12857,바나나케익과 풀마사지,나베 아츠시,(주)도키엔터테인먼트,2019.9.3,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12858,받아주는 유부녀 간호사,베타 타카오,(주)도키엔터테인먼트,2019.9.3,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12859,비밀 섹스:잠든 남편 옆에서,버드맨 텟페이,(주)영진크리에이티브,2019.9.3,일본,1,6000,1,멜로/로맨스,청소년관람불가,2019
12860,"새엄마-비밀,그리고 야한 짓",코메이,(주)영진크리에이티브,2019.9.3,일본,1,6000,1,멜로/로맨스,청소년관람불가,2019
12861,섹시 훌라댄스의 불륜정사,후지모리 켄타,(주)도키엔터테인먼트,2019.9.3,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12862,숙모의 하얀 속옷,카니에,(주)도키엔터테인먼트,2019.9.3,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12863,스튜어디스의 황홀경 마사지,후지모리 아키나,(주)도키엔터테인먼트,2019.9.3,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12864,실화 풍속여직원 면접,후지타 마유,(주)도키엔터테인먼트,2019.9.3,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12865,육덕진 새엄마의 가슴,베타 타카오,(주)도키엔터테인먼트,2019.9.3,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12866,은밀한 여작가의 사생활 무삭제판,한동호,(주)라온컴퍼니플러스,2019.9.3,한국,1,5000,1,멜로/로맨스,청소년관람불가,2019
12867,의붓아들과 사랑에 빠진 여인,쿠로아카 긴조,(주)영진크리에이티브,2019.9.3,일본,1,6000,1,멜로/로맨스,청소년관람불가,2019
12868,잘 느끼는 새엄마의 유혹,키무라 히로유키,(주)영진크리에이티브,2019.9.3,일본,1,6000,1,멜로/로맨스,청소년관람불가,2019
12869,젊은 며느리 무삭제판,한동호,(주)가온콘텐츠,2019.9.3,한국,1,5000,1,드라마,청소년관람불가,2019
12870,첫번째 불륜의 유부녀,나카야마 켄지,(주)도키엔터테인먼트,2019.9.3,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12871,친구집에서 들킨 정사,카니에,(주)도키엔터테인먼트,2019.9.3,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12872,편의점 알바와 비밀불륜,후지타 미카,(주)도키엔터테인먼트,2019.9.3,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12873,폭발시켜주는 간호사,타카사카 카타오,(주)도키엔터테인먼트,2019.9.3,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12874,헬스장 유부녀들의 천국,나베 히데오,(주)도키엔터테인먼트,2019.9.3,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12875,그것: 두 번째 이야기,안드레스 무시에티,워너브러더스 코리아(주),2019.9.4,미국,999,5107465367,"591,043",스릴러,15세이상관람가,2019
12876,극장판 헬로카봇 : 달나라를 구해줘!,"최신규,김진철",롯데컬처웍스(주)롯데엔터테인먼트,2019.9.4,한국,889,4553434150,"587,818",애니메이션,전체관람가,2019
12877,데드 바이 데이라이트,닐스 테일러,레이크엔터테인먼트,2019.9.4,미국,1,1000,1,액션,15세이상관람가,2019
12878,맛있는 여상사 무삭제,윤중부,(주)씨맥스커뮤니케이션즈,2019.9.4,한국,1,1000,1,드라마,청소년관람불가,2019
12879,미이라 리턴즈,저스틴 프라이스,BX 픽쳐스,2019.9.4,미국,1,5000,1,액션,12세이상관람가,2019
12880,여친의 맛 무삭제,윤중부,(주)씨맥스커뮤니케이션즈,2019.9.4,한국,1,1000,1,드라마,청소년관람불가,2019
12881,이스케이프 플랜 3,존 허즈펠드,(주)누리픽쳐스,2019.9.4,중국,50,6566000,"1,276",액션,청소년관람불가,2019
12882,추적자,줄리앤 블록,BX 픽쳐스,2019.9.4,미국,1,5000,1,공포(호러),15세이상관람가,2019
12883,틴 스피릿,맥스 밍겔라,"TCO(주)더콘텐츠온,플레이리스트(주)",2019.9.4,미국,203,52373790,"6,480",드라마,12세이상관람가,2019
12884,"동물, 원",왕민철,(주)시네마달,2019.9.5,한국,25,17878980,"2,522",다큐멘터리,전체관람가,2019
12885,사돈 처녀 2,최우성,(주)컨텐츠 빌리지,2019.9.5,한국,20,1084000,219,멜로/로맨스,청소년관람불가,2019
12886,아빠는 딸,오치아이 켄,롯데컬처웍스(주)롯데엔터테인먼트,2019.9.5,베트남,6,2758500,387,코미디,12세이상관람가,2019
12887,안녕 베일리,게일 맨쿠소,CGV아트하우스,2019.9.5,미국,184,486987900,"59,397",가족,전체관람가,2019
12888,어린 아가씨,이가온,(주)케이알씨지,2019.9.5,한국,20,1183000,244,멜로/로맨스,청소년관람불가,2019
12889,오만,지일주,(주)백그림,2019.9.5,한국,1,2678000,348,드라마,15세이상관람가,2019
12890,음란야도,이가온,(주)케이알씨지,2019.9.5,한국,20,1183000,244,멜로/로맨스,청소년관람불가,2019
12891,폐교,최효원,(주)유비네트워크,2019.9.5,한국,20,670300,113,공포(호러),15세이상관람가,2019
12892,헌팅 오브 힐하우스,다니엘 패런즈,위드 라이언 픽쳐스,2019.9.5,미국,5,190000,37,스릴러,청소년관람불가,2019
12893,금단낭만 정사,나카지마 유키오,(주)도키엔터테인먼트,2019.9.6,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12894,나의 두번째 새엄마,아카바네 료이치,(주)도키엔터테인먼트,2019.9.6,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12895,남자낚시-팬티로 낚는 유부녀,코메이,(주)영진크리에이티브,2019.9.6,일본,1,6000,1,멜로/로맨스,청소년관람불가,2019
12896,남편은 모르는 아내의 육체,이즈미 류지,(주)도키엔터테인먼트,2019.9.6,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12897,마사지사와 불륜폭발,니시다 츠츠미,(주)도키엔터테인먼트,2019.9.6,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12898,멈추지 않는 하반신,아카바네 료이치,(주)도키엔터테인먼트,2019.9.6,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12899,보도드라이버: 떡마차 무삭제판,이두희,두리컴,2019.9.6,한국,1,6000,1,성인물(에로),청소년관람불가,2019
12900,상사의 애인과 불륜절정,존 류지,(주)도키엔터테인먼트,2019.9.6,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12901,새엄마는 흰팬티가 좋아,스즈키 켄이치로,(주)도키엔터테인먼트,2019.9.6,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12902,야한 상상-하고싶은 여직원,나가에 타카미,(주)영진크리에이티브,2019.9.6,일본,1,6000,1,멜로/로맨스,청소년관람불가,2019
12903,야한 속옷의 카메라 테스트,쿠라타 켄타로,(주)도키엔터테인먼트,2019.9.6,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12904,어제의 아내가 오늘은 정부,존 류지,(주)도키엔터테인먼트,2019.9.6,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12905,염병하는 남편상사가 오늘도,이즈미 료이치,(주)도키엔터테인먼트,2019.9.6,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12906,옷을 벗고 알몸으로 주인님과,니시무라 켄지,(주)도키엔터테인먼트,2019.9.6,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12907,완벽한 타인 : 비밀의 스와핑,이지은,(주)메이크아트,2019.9.6,한국,20,858000,157,멜로/로맨스,청소년관람불가,2019
12908,육덕 이삿짐센터 여직원,후지모리 니카이도,(주)도키엔터테인먼트,2019.9.6,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12909,이모의유혹2-무삭제,김이슬,스마일컨텐츠,2019.9.6,한국,1,5000,1,멜로/로맨스,청소년관람불가,2019
12910,중년남과 꿀빠는 온천여관,존 류지,(주)도키엔터테인먼트,2019.9.6,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12911,출장이 잦은 남편과 가라오케 알바남,니시다 하라오,(주)도키엔터테인먼트,2019.9.6,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12912,혼숙외박 불륜녀,코지마 유키오,(주)도키엔터테인먼트,2019.9.6,일본,1,6000,1,성인물(에로),청소년관람불가,2019
12913,가정부 길들이기 무삭제판,한동호,(주)가온콘텐츠,2019.9.10,한국,1,5000,1,드라마,청소년관람불가,2019
12914,늘씬한 장모님:나쁜 장난,버드맨 텟페이,(주)영진크리에이티브,2019.9.10,일본,1,6000,1,멜로/로맨스,청소년관람불가,2019
12915,막내 형수 - 무삭제판,최우성,(주)컨텐츠 빌리지,2019.9.10,한국,1,2000,1,멜로/로맨스,청소년관람불가,2019
12916,밀애 : 착한 처제 무삭제,정완경,(주)영화사가을,2019.9.10,한국,1,6000,1,멜로/로맨스,청소년관람불가,2019
12917,순한 새엄마:착한 몸매,버드맨 텟페이,(주)영진크리에이티브,2019.9.10,일본,1,6000,1,멜로/로맨스,청소년관람불가,2019
12918,스와핑: 교수와 제자들 - 감독판,이정,(주)소나무픽쳐스,2019.9.10,한국,1,5000,1,멜로/로맨스,청소년관람불가,2019
12919,시아버지와 두 며느리 2 무삭제,정완경,(주)영화사가을,2019.9.10,한국,1,6000,1,멜로/로맨스,청소년관람불가,2019
12920,야한 새엄마:만족 시켜줘,타카드 신지,(주)영진크리에이티브,2019.9.10,일본,1,6000,1,멜로/로맨스,청소년관람불가,2019
12921,야한 여자-커다란게 좋아,코메이,(주)영진크리에이티브,2019.9.10,일본,1,6000,1,멜로/로맨스,청소년관람불가,2019
12922,여대생 기숙사에서 생긴 일,매티 벡커맨,제인앤유,2019.9.10,미국,1,70790360,"23,312",공포(호러),청소년관람불가,2019
12923,침입자,찰리 스티즈,(주)소나무픽쳐스,2019.9.10,영국,4,417000,81,공포(호러),청소년관람불가,2019
12924,관계 : 특별한 형수,김환,(주)영화사가을,2019.9.11,한국,1,6000,1,멜로/로맨스,청소년관람불가,2019
12925,극장판 반지의 비밀일기,한승우,"(주)영화사 빅,(주)버킷스튜디오",2019.9.11,한국,459,539843170,"67,319",애니메이션,전체관람가,2019
12926,나쁜 녀석들: 더 무비,손용호,(주)씨제이이엔엠,2019.9.11,한국,"1,511",39560195124,"4,573,902",범죄,15세이상관람가,2019
12927,나쁜 처제들,이재금,(주)소나무픽쳐스,2019.9.11,한국,1,5000,1,멜로/로맨스,청소년관람불가,2019
12928,나의 젊은 형수님 - 감독판,이정,(주)소나무픽쳐스,2019.9.11,한국,1,5000,1,멜로/로맨스,청소년관람불가,2019
12929,내 아내의 엄마 무삭제,김부곤,(주)영화사가을,2019.9.11,한국,1,6000,1,멜로/로맨스,청소년관람불가,2019
12930,누나 친구 3 무삭제,김부곤,(주)영화사가을,2019.9.11,한국,1,6000,1,멜로/로맨스,청소년관람불가,2019
12931,미용실 : 특별한 서비스 3 무삭제,김종민,(주)영화사가을,2019.9.11,한국,1,6000,1,멜로/로맨스,청소년관람불가,2019
12932,옆집소녀3,성기만,스마일컨텐츠,2019.9.11,한국,20,700000,130,멜로/로맨스,청소년관람불가,2019
12933,오토의 클래식 음악여행,후사코 유사키,(유)헤이데이웍스,2019.9.11,독일,1,5000,1,애니메이션,전체관람가,2019
12934,자매의 노예,김레리,노바엔터테인먼트,2019.9.11,한국,20,109000,20,성인물(에로),청소년관람불가,2019
12935,지구 침공의 날 2019,토니 조피아,(주)소나무픽쳐스,2019.9.11,미국,1,5000,1,SF,청소년관람불가,2019
12936,타짜: 원 아이드 잭,권오광,롯데컬처웍스(주)롯데엔터테인먼트,2019.9.11,한국,"1,429",19673441214,"2,227,671",범죄,청소년관람불가,2019
12937,플레이모빌: 더 무비,리노 디살보,(주)올스타엔터테인먼트,2019.9.11,캐나다,295,222928260,"28,520",애니메이션,전체관람가,2019
12938,히어로 일본 대침공,사토 신스케,(주)제이앤씨미디어그룹,2019.9.11,일본,1,1000,1,액션,15세이상관람가,2019
12939,"힘을 내요, 미스터 리",이계벽,(주)넥스트엔터테인먼트월드(NEW),2019.9.11,한국,990,9887863906,"1,176,076",코미디,12세이상관람가,2019
12940,아내의 친구,이가온,(주)케이알씨지,2019.9.12,한국,20,1183000,244,멜로/로맨스,청소년관람불가,2019
12941,100일 동안 100가지로 100퍼센트 행복찾기,플로리안 데이비드 핏츠,(주)영화사 진진,2019.9.12,독일,37,254458770,"31,866",코미디,15세이상관람가,2019
12942,어린여동생-무삭제,정민용,스마일컨텐츠,2019.9.13,한국,1,5000,1,멜로/로맨스,청소년관람불가,2019
12943,클럽녀 섹스 다이어트,박은석,(주)씨맥스커뮤니케이션즈,2019.9.13,한국,1,1000,1,드라마,청소년관람불가,2019
12944,아들의 여자,김부곤,(주)영화사가을,2019.9.16,한국,20,100000,20,멜로/로맨스,청소년관람불가,2019
12945,거근에 중독된 미모의 내 아내,혼마 타마,(주)플라이어,2019.9.17,일본,1,6000,1,드라마,청소년관람불가,2019
12946,남의 아내 무삭제판,한동호,(주)가온콘텐츠,2019.9.17,한국,1,2000,1,드라마,청소년관람불가,2019
12947,아마추어 유부녀,오자키 히로코우지,(주)플라이어,2019.9.17,일본,1,6000,1,드라마,청소년관람불가,2019
12948,파라노말 액티비티 2019,"션 빙햄,제프 홀",(주)소나무픽쳐스,2019.9.17,미국,1,5000,1,공포(호러),15세이상관람가,2019
12949,사이코패스,미키 키팅,제인앤유,2019.9.18,미국,1,62031400,"21,603",공포(호러),청소년관람불가,2019
12950,예스터데이,대니 보일,유니버설픽쳐스인터내셔널 코리아(유),2019.9.18,미국,816,2572745100,"305,504",드라마,12세이상관람가,2019
12951,화끈한 룸메이트 무삭제판,백석동,주식회사 플릭스코,2019.9.18,한국,1,6000,1,멜로/로맨스,청소년관람불가,2019
12952,거짓말 : 여자 모델의 섹스 무삭제,유해종,(주)영화사가을,2019.9.19,한국,1,6000,1,멜로/로맨스,청소년관람불가,2019
12953,디스트로이어,캐린 쿠사마,(주)라이크콘텐츠,2019.9.19,미국,92,33350000,"4,080",범죄,15세이상관람가,2019
12954,런던워Z: 레드콘,치 키옹 청,(주)도키엔터테인먼트,2019.9.19,영국,1,6000,1,SF,청소년관람불가,2019
12955,밀애-남편이 잠든 사이,마츠모토 미노루,(주)영진크리에이티브,2019.9.19,일본,1,6000,1,멜로/로맨스,청소년관람불가,2019
12956,발명왕 볼트,증헌림,(주)박수엔터테인먼트,2019.9.19,중국,239,70341840,"9,382",어드벤처,전체관람가,2019
12957,불륜유부녀-되살아난 육욕,마츠모토 미노루,(주)영진크리에이티브,2019.9.19,일본,1,6000,1,멜로/로맨스,청소년관람불가,2019
12958,뷰티풀 보이,펠릭스 반 그뢰닝엔,(주)이수C&E,2019.9.19,미국,130,110353198,"13,906",드라마,15세이상관람가,2019
12959,비뚤어진 집,질스 파겟-브레너,(주)팝엔터테인먼트,2019.9.19,영국,135,88027560,"10,639",범죄,15세이상관람가,2019
12960,스승의은혜-육체보은,마츠모토 미노루,(주)영진크리에이티브,2019.9.19,일본,1,6000,1,멜로/로맨스,청소년관람불가,2019
