■ 개봉일람_연도별,,,,,,,,,,,,,,,,,
- 조회일: 2021-11-05,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간 : 2004~2020???국적 : 전체???영화명 : 전체???개봉일 : 2004-01-01~2020-12-31???영화구분 : 전체???영화유형 : 개봉영화??? ],,,,,,,,,,,,,,,,,
<,,,,,,,,,,,,,,,,,
순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국,전국,전국,서울,서울,장르,등급,영화구분
,,,,,,,,,,스크린수,매출액,관객수,매출액,관객수,,,
9672,블레이드 러너 2049,드니 빌뇌브,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-10-12,개봉영화,장편,미국,664,"2,760,845,365","321,018","1,162,877,565","128,723",SF,15세이상관람가,일반영화
9673,사위를 노린 장모님,드래곤 니시카와,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-10-12,개봉영화,장편,일본,1,"12,000",2,0,0,성인물(에로),청소년관람불가,일반영화
9674,성 프란치스코,르노 페리,,찬란,찬란,2017-10-12,개봉영화,장편,프랑스,43,"31,590,200","4,638","18,430,000","2,547",드라마,전체관람가,독립/예술영화
9675,아름다운 엄마,오재학,영화사 새사람,,노바엔터테인먼트,2017-10-12,개봉영화,장편,한국,20,"859,000",154,"584,000",109,기타,청소년관람불가,일반영화
9676,엉덩이 전문 마사지샵,나베 아츠오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-10-12,개봉영화,장편,일본,1,"12,000",2,0,0,성인물(에로),청소년관람불가,일반영화
9677,여자들 : 섹스의 만족도,김부곤,(주)영화사가을,,(주)영화사가을,2017-10-12,개봉영화,장편,한국,20,"779,000",131,"376,000",66,멜로/로맨스,청소년관람불가,일반영화
9678,온천탕 스와핑 부부,드래곤 니시카와,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-10-12,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
9679,주키퍼스 와이프,니키 카로,,(주)메인타이틀픽쳐스,(주)영화사 빅,2017-10-12,개봉영화,장편,미국,100,"88,265,946","11,557","45,397,446","5,722",드라마,12세이상관람가,독립/예술영화
9680,페이스 오브 데블,프랭크 페레즈-가랜드,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-10-12,개봉영화,장편,페루,1,"2,000",1,0,0,공포(호러),청소년관람불가,일반영화
9681,희생부활자,곽경택,"(주)영화사 신세계,(주)바른손이앤에이",,(주)쇼박스,2017-10-12,개봉영화,장편,한국,781,"2,515,479,835","323,628","524,639,435","64,620",미스터리,15세이상관람가,일반영화
9682,히든 아이덴티티,브래드 앤더슨,,(유)조이앤시네마,(주)드림팩트엔터테인먼트,2017-10-12,개봉영화,장편,미국,35,"15,610,000","2,134","6,093,500",823,미스터리,15세이상관람가,독립/예술영화
9683,공포극장:절규편,타케시 소네,,(주)영진크리에이티브,(주)영진크리에이티브,2017-10-13,개봉영화,장편,일본,1,"6,000",1,0,0,공포(호러),15세이상관람가,일반영화
9684,과부:젖어버린 그곳,카에데,,(주)영진크리에이티브,(주)영진크리에이티브,2017-10-13,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9685,내 누이의 연인,,,(주)아이브픽쳐스,(주)아이브픽쳐스,2017-10-13,개봉영화,장편,일본,1,"7,000",1,"7,000",1,드라마,청소년관람불가,일반영화
9686,농익은 젊은과부의 꽃잎,카에데,,(주)영진크리에이티브,(주)영진크리에이티브,2017-10-13,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9687,비밀섹스:발정난 아내들,야마다 후토시,,(주)영진크리에이티브,(주)영진크리에이티브,2017-10-13,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9688,인류멸망 주식회사,제니퍼 리아오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-10-13,개봉영화,장편,캐나다,1,"18,000",3,0,0,코미디,15세이상관람가,독립/예술영화
9689,전망 좋은 부동산 무삭제판,S.세타니,,(주)영진크리에이티브,(주)영진크리에이티브,2017-10-14,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9690,착한 며느리,나가에 타카미,,(주)영진크리에이티브,(주)영진크리에이티브,2017-10-14,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9691,착한 여자:대물이 좋아 무삭제판,사카모토 유지,,(주)영진크리에이티브,(주)영진크리에이티브,2017-10-14,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9692,형수님을 탐하다,세츠나,,(주)영진크리에이티브,(주)영진크리에이티브,2017-10-14,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9693,가정부의 목적 무삭제판,,(주)케이알씨지,,(주)케이알씨지,2017-10-16,개봉영화,장편,한국,1,"32,000",11,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
9694,인페르노 타워,에릭 섬머,,위드 라이언 픽쳐스,위드 라이언 픽쳐스,2017-10-16,개봉영화,장편,프랑스,1,"5,000",1,0,0,스릴러,15세이상관람가,독립/예술영화
9695,누나 친구 2 무삭제,채준우,(주)영화사 사계절,,(주)영화사 사계절,2017-10-17,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9696,불륜가족 무삭제,,(주)영화사 사계절,,(주)영화사 사계절,2017-10-17,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9697,여자 하숙집 무삭제,이리단,(주)영화사 사계절,,(주)영화사 사계절,2017-10-17,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9698,여친 엄마 무삭제,이리단,(주)영화사 사계절,,(주)영화사 사계절,2017-10-17,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9699,다크 리플렉션,트리스탄 로레인,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-10-18,개봉영화,장편,영국,1,"3,000",1,0,0,드라마,12세이상관람가,일반영화
9700,딸의 친구 2,계장혁,(주)컨텐츠 빌리지,,(주)컨텐츠 빌리지,2017-10-18,개봉영화,장편,한국,20,"1,038,000",185,"664,000",125,멜로/로맨스,청소년관람불가,일반영화
9701,루터,에릭 틸,,가나미디어,THE 픽쳐스,2017-10-18,개봉영화,장편,독일,94,"205,455,300","29,710","98,473,100","14,270",드라마,12세이상관람가,독립/예술영화
9702,변강쇠 VS 어우동,정진호,(주)컨텐츠 빌리지,,(주)컨텐츠 빌리지,2017-10-18,개봉영화,장편,한국,1,"3,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
9703,가을 우체국,임왕태,"BPM 엔터테인먼트,동아방송예술대학교산학협력단,HATCH FILM ,(주)미디어테라스",,(주)에스와이코마드,2017-10-19,개봉영화,장편,한국,74,"23,270,700","3,099","14,316,900","1,792",멜로/로맨스,12세이상관람가,독립/예술영화
9704,기적: 그 날의 소비토,카네시게 아츠시,,(주)에이원엔터테인먼트,(주)에이원엔터테인먼트,2017-10-19,개봉영화,장편,일본,16,"4,136,500",654,"2,411,500",421,드라마,12세이상관람가,독립/예술영화
9705,노 게임 노 라이프 -제로-,이시즈카 아츠코,,(주)애니플러스,(주)박수엔터테인먼트,2017-10-19,개봉영화,장편,일본,121,"739,368,300","90,718","202,590,300","24,302",애니메이션,12세이상관람가,독립/예술영화
9706,단지처의 노골적 유혹,드래곤 니시카와,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-10-19,개봉영화,장편,일본,1,"18,000",3,0,0,성인물(에로),청소년관람불가,일반영화
9707,당신과 함께한 순간들,마이클 알메레이다,,(주)싸이더스,"(주)싸이더스,아이 엠",2017-10-19,개봉영화,장편,미국,27,"40,971,300","5,433","30,951,800","3,884",드라마,15세이상관람가,독립/예술영화
9708,대장 김창수,이원태,"(주)비에이엔터테인먼트,(주)무비스퀘어",,"(주)키다리이엔티,주식회사 키위컴퍼니",2017-10-19,개봉영화,장편,한국,748,"2,871,905,115","380,581","740,794,715","93,920",드라마,12세이상관람가,일반영화
9709,램페이지3: 백악관 심판의 날,우베 볼,,,주식회사 루믹스미디어,2017-10-19,개봉영화,장편,미국,0,"300,000",60,"300,000",60,액션,청소년관람불가,일반영화
9710,레볼루션 아일랜드 2,안드레이 볼긴,,즐감,즐감,2017-10-19,개봉영화,장편,러시아,5,"115,000",45,"4,000",2,SF,15세이상관람가,독립/예술영화
9711,마더!,대런 아로노프스키,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2017-10-19,개봉영화,장편,미국,398,"366,642,382","46,469","177,160,582","22,015",드라마,청소년관람불가,일반영화
9712,바니걸과 동거남,코가와 카즈히사,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-10-19,개봉영화,장편,일본,1,"24,000",4,0,0,성인물(에로),청소년관람불가,일반영화
9713,샤워하러 온 옆집미인,키무라 켄지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-10-19,개봉영화,장편,일본,1,"18,000",3,0,0,성인물(에로),청소년관람불가,일반영화
9714,스코어: 영화음악의 모든 것,맷 슈레이더,,"(주)라이크콘텐츠,영화사청춘 주식회사",(주)라이크콘텐츠,2017-10-19,개봉영화,장편,미국,34,"95,563,500","12,032","77,972,400","9,559",다큐멘터리,전체관람가,독립/예술영화
9715,아가씨 지명 도촬게임,다케다 히데오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-10-19,개봉영화,장편,일본,1,"30,000",5,0,0,성인물(에로),청소년관람불가,일반영화
9716,아이 앰 히스 레저,"아드리안 부이텐후이스,데릭 머레이",,오드,오드,2017-10-19,개봉영화,장편,캐나다,139,"149,648,439","18,367","104,757,539","12,610",다큐멘터리,12세이상관람가,독립/예술영화
9717,어른 장난감 개발부,와타나베 모토츠구,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-10-19,개봉영화,장편,일본,1,"18,000",3,0,0,성인물(에로),청소년관람불가,일반영화
9718,용의 치과의사,츠루마키 카즈야,,(주)에스에스애니멘트,"(주)삼지애니메이션,(주)에이원엔터테인먼트",2017-10-19,개봉영화,장편,일본,33,"7,433,000",968,"4,735,000",600,애니메이션,15세이상관람가,독립/예술영화
9719,잇 컴스 앳 나잇,트레이 에드워드 슐츠,,찬란,(주)팝엔터테인먼트,2017-10-19,개봉영화,장편,미국,225,"72,114,418","8,942","32,090,118","3,872",미스터리,15세이상관람가,독립/예술영화
9720,잠깐만 회사 좀 관두고 올게,나루시마 이즈루,,미디어소프트,(주)이수C&E,2017-10-19,개봉영화,장편,일본,271,"279,455,400","35,429","129,589,300","16,042",드라마,12세이상관람가,독립/예술영화
9721,저지 캅: 테러 어택,이안 카슨,,(유)조이앤시네마,(유)조이앤시네마,2017-10-19,개봉영화,장편,미국,1,"3,000",1,0,0,액션,15세이상관람가,일반영화
9722,전성수배,왕타오,,(주)케이알씨지,(주)케이알씨지,2017-10-19,개봉영화,장편,중국,4,"101,000",42,"8,000",4,스릴러,15세이상관람가,독립/예술영화
9723,젊은남편 젊은아빠,최원준,골든타이드픽처스(주),,골든타이드픽처스(주),2017-10-19,개봉영화,장편,한국,20,"996,000",180,"664,000",125,기타,청소년관람불가,일반영화
9724,지오스톰,"딘 데블린,대니 캐넌",,워너브러더스 코리아(주),워너브러더스 코리아(주),2017-10-19,개봉영화,장편,미국,854,"8,480,864,614","1,028,384","2,098,804,714","238,747",액션,12세이상관람가,일반영화
9725,착한 형수 2,곽영근,(주)영화사 사계절,,(주)영화사 사계절,2017-10-19,개봉영화,장편,한국,19,"1,561,000",261,"952,000",168,멜로/로맨스,청소년관람불가,일반영화
9726,파괴자들,스티븐 세인버그,,(주)액티버스엔터테인먼트,(주)액티버스엔터테인먼트,2017-10-19,개봉영화,장편,미국,5,"121,000",28,"12,000",6,스릴러,15세이상관람가,독립/예술영화
9727,플랜 비,이나키 도론소로,,위드 라이언 픽쳐스,글뫼 주식회사,2017-10-19,개봉영화,장편,스페인,16,"2,394,300",318,"963,300",128,범죄,15세이상관람가,독립/예술영화
9728,봉긋선 새엄마,나카메구로 코우지,,(주)플라이어,(주)플라이어,2017-10-20,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
9729,유부녀의 누드 알바,나카메구로 코우지,,(주)플라이어,(주)플라이어,2017-10-20,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
9730,이쁜 여관 주인 아줌마,히로아키,,(주)플라이어,(주)플라이어,2017-10-20,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
9731,기적의 피아노,드미트리어스 나바로,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-10-23,개봉영화,장편,미국,1,"3,000",1,0,0,가족,전체관람가,일반영화
9732,수상한 종업원,한동호,(주)가온콘텐츠,,(주)가온콘텐츠,2017-10-23,개봉영화,장편,한국,20,"702,000",120,"371,000",66,멜로/로맨스,청소년관람불가,일반영화
9733,시수옥:감금된 소녀들 파트2,조조 히데오,,위드 라이언 픽쳐스,위드 라이언 픽쳐스,2017-10-23,개봉영화,장편,일본,1,"5,000",1,0,0,공포(호러),청소년관람불가,일반영화
9734,내 사랑 왕가흔,베니 라우,,(주)영화사 빅,(주)영화사 빅,2017-10-24,개봉영화,장편,홍콩,5,"151,000",53,"20,000",10,멜로/로맨스,12세이상관람가,독립/예술영화
9735,라이즈,맥 린돈,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-10-24,개봉영화,장편,호주,1,"3,000",1,0,0,범죄,15세이상관람가,일반영화
9736,어린 아내의 동창회,,,(주)아이브픽쳐스,(주)아이브픽쳐스,2017-10-24,개봉영화,장편,일본,1,"7,000",1,"7,000",1,드라마,청소년관람불가,일반영화
9737,너의 췌장을 먹고 싶어,츠키카와 쇼,,(주)미디어캐슬,(주)넥스트엔터테인먼트월드(NEW),2017-10-25,개봉영화,장편,일본,218,"3,705,621,800","465,495","1,048,442,800","128,547",드라마,12세이상관람가,독립/예술영화
9738,빅토리아 & 압둘,스티븐 프리어스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-10-25,개봉영화,장편,미국,144,"73,487,278","10,366","38,701,778","5,283",드라마,12세이상관람가,독립/예술영화
9739,새벽의 저주: 좀비랜드,글렌 밀러,,(주)케이알씨지,(주)케이알씨지,2017-10-25,개봉영화,장편,미국,1,"3,000",1,0,0,공포(호러),15세이상관람가,일반영화
9740,유리정원,신수원,준필름,,(주)리틀빅픽쳐스,2017-10-25,개봉영화,장편,한국,332,"160,437,700","22,752","60,483,700","8,044",미스터리,12세이상관람가,독립/예술영화
9741,토르: 라그나로크,타이카 와이티티,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2017-10-25,개봉영화,장편,미국,"1,640","39,248,432,595","4,857,152","12,088,848,195","1,419,464",액션,12세이상관람가,일반영화
9742,그리다,"장호준,이인의,박재영",,,㈜인디스토리,2017-10-26,개봉영화,옴니버스,한국,15,"5,996,300",861,"5,024,500",695,드라마,12세이상관람가,독립/예술영화
9743,내 친구 정일우,김동원,푸른영상,,(주)시네마달,2017-10-26,개봉영화,장편,한국,80,"75,659,600","11,887","35,312,300","4,823",다큐멘터리,전체관람가,독립/예술영화
9744,로봇전쟁,네일 로우,,(주)케이티알파,(주)케이티알파,2017-10-26,개봉영화,장편,영국,5,"54,000",19,"2,000",1,액션,12세이상관람가,독립/예술영화
9745,마사의 부엌,산드라 네텔벡,,(주)영화사 진진,(주)영화사 진진,2017-10-26,개봉영화,장편,독일,7,"8,078,400","1,133","5,096,500",697,코미디,전체관람가,독립/예술영화
9746,미스 프레지던트,김재환,주식회사 단유필름,,(주)인디플러그,2017-10-26,개봉영화,장편,한국,76,"37,339,500","5,605","16,901,500","2,304",다큐멘터리,12세이상관람가,독립/예술영화
